0,0
0.0033401432,0
0.0071061441,0
0.011352298,0
0.016139824,0
0.021537744,0
0.027623881,0
0.034485982,0
0.04222298,0
0.05094642,0
0.060782071,0
0.071871737,0
0.0843753,0
0.098473029,0
0.11436817,0
0.1322899,0
0.15249659,0
0.17527956,0
0.2009673,0
0.22993014,0
0.26258565,0
0.29940464,0
0.34091793,0
0.38772404,0
0.44049778,0
0.5,0
0.55950222,0
0.61227596,0
0.65908207,0
0.70059536,0
0.73741435,0
0.77006986,0
0.7990327,0
0.82472044,0
0.84750341,0
0.8677101,0
0.88563183,0
0.90152697,0
0.9156247,0
0.92812826,0
0.93921793,0
0.94905358,0
0.95777702,0
0.96551402,0
0.97237612,0
0.97846226,0
0.98386018,0
0.9886477,0
0.99289386,0
0.99665986,0
1,0
0,0.0033401432
0.0033401432,0.0033401432
0.0071061441,0.0033401432
0.011352298,0.0033401432
0.016139824,0.0033401432
0.021537744,0.0033401432
0.027623881,0.0033401432
0.034485982,0.0033401432
0.04222298,0.0033401432
0.05094642,0.0033401432
0.060782071,0.0033401432
0.071871737,0.0033401432
0.0843753,0.0033401432
0.098473029,0.0033401432
0.11436817,0.0033401432
0.1322899,0.0033401432
0.15249659,0.0033401432
0.17527956,0.0033401432
0.2009673,0.0033401432
0.22993014,0.0033401432
0.26258565,0.0033401432
0.29940464,0.0033401432
0.34091793,0.0033401432
0.38772404,0.0033401432
0.44049778,0.0033401432
0.5,0.0033401432
0.55950222,0.0033401432
0.61227596,0.0033401432
0.65908207,0.0033401432
0.70059536,0.0033401432
0.73741435,0.0033401432
0.77006986,0.0033401432
0.7990327,0.0033401432
0.82472044,0.0033401432
0.84750341,0.0033401432
0.8677101,0.0033401432
0.88563183,0.0033401432
0.90152697,0.0033401432
0.9156247,0.0033401432
0.92812826,0.0033401432
0.93921793,0.0033401432
0.94905358,0.0033401432
0.95777702,0.0033401432
0.96551402,0.0033401432
0.97237612,0.0033401432
0.97846226,0.0033401432
0.98386018,0.0033401432
0.9886477,0.0033401432
0.99289386,0.0033401432
0.99665986,0.0033401432
1,0.0033401432
0,0.0071061441
0.0033401432,0.0071061441
0.0071061441,0.0071061441
0.011352298,0.0071061441
0.016139824,0.0071061441
0.021537744,0.0071061441
0.027623881,0.0071061441
0.034485982,0.0071061441
0.04222298,0.0071061441
0.05094642,0.0071061441
0.060782071,0.0071061441
0.071871737,0.0071061441
0.0843753,0.0071061441
0.098473029,0.0071061441
0.11436817,0.0071061441
0.1322899,0.0071061441
0.15249659,0.0071061441
0.17527956,0.0071061441
0.2009673,0.0071061441
0.22993014,0.0071061441
0.26258565,0.0071061441
0.29940464,0.0071061441
0.34091793,0.0071061441
0.38772404,0.0071061441
